"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"113";0;0;0;0;0;0;0;0;1
"114";0;0;0;0;0;0;0;0;1
"115";0;0;0;0;0;0;0;0;1
"116";0;0;0;0;0;0;0;0;1
"117";0;0;0;0;0;0;0;0;1
"118";0;0;0;0;0;0;0;0;0
"119";0;0;0;0;0;0;0;0;1
"120";0;0;0;0;0;0;0;0;1
"121";0;0;0;0;0;0;0;0;1
"122";0;0;0;0;0;0;0;0;2
"123";0;0;0;0;0;0;0;0;1
"124";0;0;0;0;0;0;0;0;1
"125";0;0;0;0;0;0;0;0;1
"126";0;0;0;0;0;0;0;0;0
"127";0;0;0;0;0;0;0;0;2
"128";0;0;0;0;0;0;0;0;1
"129";0;0;0;0;0;0;0;0;1
"130";0;0;0;0;0;0;0;0;1
"131";0;0;0;0;0;0;0;0;1
"132";0;0;0;0;0;0;0;0;2
"133";0;0;0;0;0;0;0;0;1
"134";0;0;0;0;0;0;0;0;1
"135";0;0;0;0;0;0;0;0;1
"136";0;0;0;0;0;0;0;0;2
"137";0;0;0;0;0;0;0;0;1
"138";0;0;0;0;0;0;0;0;0
"139";0;0;0;0;0;0;0;0;2
"140";0;0;0;0;0;0;0;0;1
"141";0;0;0;0;0;0;0;0;1
"142";0;0;0;0;0;0;0;0;0
"143";0;0;0;0;0;0;0;0;1
"144";0;0;0;0;0;0;0;0;0
"145";0;0;0;0;0;0;0;0;1
"146";0;0;0;0;0;0;0;0;1
"147";0;0;0;0;0;0;0;0;1
"148";0;0;0;0;0;0;0;0;1
"149";0;0;0;0;0;0;0;0;1
"150";0;0;0;0;0;0;0;0;0
"151";0;0;0;0;0;0;0;0;1
"152";0;0;0;0;0;0;0;0;1
"153";0;0;0;0;0;0;0;0;2
"154";0;0;0;0;0;0;0;0;2
"155";0;0;0;0;0;0;0;0;1
"156";0;0;0;0;0;0;0;0;2
"157";0;0;0;0;0;0;0;0;2
"158";0;0;0;0;0;0;0;0;0
"159";0;0;0;0;0;0;0;0;1
"160";0;0;0;0;0;0;0;0;0
"161";0;0;0;0;0;0;0;0;1
"162";0;0;0;0;0;0;0;0;1
"163";0;0;0;0;0;0;0;0;1
"164";0;0;0;0;0;0;0;0;1
"165";0;0;0;0;0;0;0;0;2
"166";0;0;0;0;0;0;0;0;2
"167";0;0;0;0;0;0;0;0;0
"168";0;0;0;0;0;0;0;0;2
"169";0;0;0;0;0;0;0;0;1
"170";0;0;0;0;0;0;0;0;1
"171";0;0;0;0;0;0;0;0;0
"172";0;0;0;0;0;0;0;0;1
"173";0;0;0;0;0;0;0;0;1
"174";0;0;0;0;0;0;0;0;1
"175";0;0;0;0;0;0;0;0;1
"176";0;0;0;0;0;0;0;0;2
"177";0;0;0;0;0;0;0;0;2
"178";0;0;0;0;0;0;0;0;1
"179";0;0;0;0;0;0;0;0;2
"180";0;0;0;0;0;0;0;0;1
"181";0;0;0;0;0;0;0;0;1
"182";0;0;0;0;0;0;0;0;1
"183";0;0;0;0;0;0;0;0;1
"184";0;0;0;0;0;0;0;0;1
"185";0;0;0;0;0;0;0;0;1
"186";0;0;0;0;0;0;0;0;1
"187";0;0;0;0;0;0;0;0;0
"188";0;0;0;0;0;0;0;0;0
"189";0;0;0;0;0;0;0;0;0
"190";0;0;0;0;0;0;0;0;0
"191";0;0;0;0;0;0;0;0;0
"192";0;0;0;0;0;0;0;0;1
"193";0;0;0;0;0;0;0;0;0
"194";0;0;0;0;0;0;0;0;1
"195";0;0;0;0;0;0;0;0;1
"196";0;0;0;0;0;0;0;0;0
"197";0;0;0;0;0;0;0;0;1
"198";0;0;0;0;0;0;0;0;1
"199";0;0;0;0;0;0;0;0;1
"200";0;0;0;0;0;0;0;0;2
"201";0;0;0;0;0;0;0;0;2
"202";0;0;0;0;0;0;0;0;1
"203";0;0;0;0;0;0;0;0;1
"204";0;0;0;0;0;0;0;0;1
"205";0;0;0;0;0;0;0;0;1
"206";0;0;0;0;0;0;0;0;1
"207";0;0;0;0;0;0;0;0;1
"208";0;0;0;0;0;0;0;0;1
"209";0;0;0;0;0;0;0;0;1
"210";0;0;0;0;0;0;0;0;0
"211";0;0;0;0;0;0;0;0;1
"212";0;0;0;0;0;0;0;0;1
"213";0;0;0;0;0;0;0;0;1
"214";0;0;0;0;0;0;0;0;1
"215";0;0;0;0;0;0;0;0;1
"216";0;0;0;0;0;0;0;0;1
"217";0;0;0;0;0;0;0;0;1
"218";0;0;0;0;0;0;0;0;2
"219";0;0;0;0;0;0;0;0;1
"220";0;0;0;0;0;0;0;0;1
"221";0;0;0;0;0;0;0;0;2
"222";0;0;0;0;0;0;0;0;1
"223";0;0;0;0;0;0;0;0;1
"224";0;0;0;0;0;0;0;0;1
"225";0;0;0;0;0;0;0;0;1
"226";0;0;0;0;0;0;0;0;2
"227";0;0;0;0;0;0;0;0;1
"228";0;0;0;0;0;0;0;0;1
"229";0;0;0;0;0;0;0;0;1
"230";0;0;0;0;0;0;0;0;1
"231";0;0;0;0;0;0;0;0;1
"232";0;0;0;0;0;0;0;0;1
"233";0;0;0;0;0;0;0;0;1
"234";0;0;0;0;0;0;0;0;1
"235";0;0;0;0;0;0;0;0;1
"236";0;0;0;0;0;0;0;0;1
"237";0;0;0;0;0;0;0;0;1
"238";0;0;0;0;0;0;0;0;1
"239";0;0;0;0;0;0;0;0;1
"240";0;0;0;0;0;0;0;0;1
"241";0;0;0;0;0;0;0;0;1
"242";0;0;0;0;0;0;0;0;1
"243";0;0;0;0;0;0;0;0;1
"244";0;0;0;0;0;0;0;0;1
"245";0;0;0;0;0;0;0;0;1
"246";0;0;0;0;0;0;0;0;2
"247";0;0;0;0;0;0;0;0;1
"248";0;0;0;0;0;0;0;0;1
"249";0;0;0;0;0;0;0;0;1
"250";0;0;0;0;0;0;0;0;2
"251";0;0;0;0;0;0;0;0;2
"252";0;0;0;0;0;0;0;0;1
"253";0;0;0;0;0;0;0;0;1
"254";0;0;0;0;0;0;0;0;1
"255";0;0;0;0;0;0;0;0;1
"256";0;0;0;0;0;0;0;0;1
"257";0;0;0;0;0;0;0;0;0
"258";0;0;0;0;0;0;0;0;1
"259";0;0;0;0;0;0;0;0;1
"260";0;0;0;0;0;0;0;0;0
"261";0;0;0;0;0;0;0;0;0
"262";0;0;0;0;0;0;0;0;0
"263";0;0;0;0;0;0;0;0;1
"264";0;0;0;0;0;0;0;0;0
"265";0;0;0;0;0;0;0;0;0
"266";0;0;0;0;0;0;0;0;0
"267";0;0;0;0;0;0;0;0;1
"268";0;0;0;0;0;0;0;0;1
"269";0;0;0;0;0;0;0;0;0
"270";0;0;0;0;0;0;0;0;1
"271";0;0;0;0;0;0;0;0;1
"272";0;0;0;0;0;0;0;0;2
"273";0;0;0;0;0;0;0;0;1
"274";0;0;0;0;0;0;0;0;1
"275";0;0;0;0;0;0;0;0;1
"276";0;0;0;0;0;0;0;0;1
"277";0;0;0;0;0;0;0;0;1
"278";0;0;0;0;0;0;0;0;1
"279";0;0;0;0;0;0;0;0;1
"280";0;0;0;0;0;0;0;0;1
"281";0;0;0;0;0;0;0;0;0
"282";0;0;0;0;0;0;0;0;1
"283";0;0;0;0;0;0;0;0;2
"284";0;0;0;0;0;0;0;0;2
"285";0;0;0;0;0;0;0;0;2
"286";0;0;0;0;0;0;0;0;0
"287";0;0;0;0;0;0;0;0;1
"288";0;0;0;0;0;0;0;0;1
"289";0;0;0;0;0;0;0;0;1
"290";0;0;0;0;0;0;0;0;1
"291";0;0;0;0;0;0;0;0;1
"292";0;0;0;0;0;0;0;0;1
"293";0;0;0;0;0;0;0;0;1
"294";0;0;0;0;0;0;0;0;0
"295";0;0;0;0;0;0;0;0;0
"296";0;0;0;0;0;0;0;0;0
"297";0;0;0;0;0;0;0;0;1
"298";0;0;0;0;0;0;0;0;1
"299";0;0;0;0;0;0;0;0;1
"300";0;0;0;0;0;0;0;0;1
"301";0;0;0;0;0;0;0;0;1
"302";0;0;0;0;0;0;0;0;2
"303";0;0;0;0;0;0;0;0;1
"304";0;0;0;0;0;0;0;0;0
"305";0;0;0;0;0;0;0;0;0
"306";0;0;0;0;0;0;0;0;0
"307";0;0;0;0;0;0;0;0;0
"308";0;0;0;0;0;0;0;0;2
"309";0;0;0;0;0;0;0;0;1
"310";0;0;0;0;0;0;0;0;2
"311";0;0;0;0;0;0;0;0;0
"312";0;0;0;0;0;0;0;0;1
"313";0;0;0;0;0;0;0;0;1
"314";0;0;0;0;0;0;0;0;1
"315";0;0;0;0;0;0;0;0;0
"316";0;0;0;0;0;0;0;0;1
"317";0;0;0;0;0;0;0;0;0
"318";0;0;0;0;0;0;0;0;1
"319";0;0;0;0;0;0;0;0;1
"320";0;0;0;0;0;0;0;0;1
"321";0;0;0;0;0;0;0;0;1
"322";0;0;0;0;0;0;0;0;1
"323";0;0;0;0;0;0;0;0;1
"324";0;0;0;0;0;0;0;0;1
"325";0;0;0;0;0;0;0;0;1
"326";0;0;0;0;0;0;0;0;1
"327";0;0;0;0;0;0;0;0;1
"328";0;0;0;0;0;0;0;0;1
"329";0;0;0;0;0;0;0;0;1
"330";0;0;0;0;0;0;0;0;1
"331";0;0;0;0;0;0;0;0;1
"332";0;0;0;0;0;0;0;0;1
"333";0;0;0;0;0;0;0;0;1
"334";0;0;0;0;0;0;0;0;1
"335";0;0;0;0;0;0;0;0;1
"336";0;0;0;0;0;0;0;0;1
"337";0;0;0;0;0;0;0;0;1
"338";0;0;0;0;0;0;0;0;1
"339";0;0;0;0;0;0;0;0;1
"340";0;0;0;0;0;0;0;0;1
"341";0;0;0;0;0;0;0;0;1
"342";0;0;0;0;0;0;0;0;1
"343";0;0;0;0;0;0;0;0;1
"344";0;0;0;0;0;0;0;0;1
"345";0;0;0;0;0;0;0;0;1
"346";0;0;0;0;0;0;0;0;1
"347";0;0;0;0;0;0;0;0;1
"348";0;0;0;0;0;0;0;0;1
"349";0;0;0;0;0;0;0;0;1
"350";0;0;0;0;0;0;0;0;1
"351";0;0;0;0;0;0;0;0;1
"352";0;0;0;0;0;0;0;0;2
"353";0;0;0;0;0;0;0;0;1
"354";0;0;0;0;0;0;0;0;0
"355";0;0;0;0;0;0;0;0;1
"356";0;0;0;0;0;0;0;0;1
"357";0;0;0;0;0;0;0;0;0
"358";0;0;0;0;0;0;0;0;0
"359";0;0;0;0;0;0;0;0;0
"360";0;0;0;0;0;0;0;0;1
"361";0;0;0;0;0;0;0;0;1
"362";0;0;0;0;0;0;0;0;2
"363";0;0;0;0;0;0;0;0;2
"364";0;0;0;0;0;0;0;0;2
"365";0;0;0;0;0;0;0;0;0
"366";0;0;0;0;0;0;0;0;0
"367";0;0;0;0;0;0;0;0;2
"368";0;0;0;0;0;0;0;0;2
"369";0;0;0;0;0;0;0;0;2
"370";0;0;0;0;0;0;0;0;1
"371";0;0;0;0;0;0;0;0;1
"372";0;0;0;0;0;0;0;0;2
"373";0;0;0;0;0;0;0;0;1
"374";0;0;0;0;0;0;0;0;2
"375";0;0;0;0;0;0;0;0;2
"376";0;0;0;0;0;0;0;0;2
"377";0;0;0;0;0;0;0;0;2
"378";0;0;0;0;0;0;0;0;1
"379";0;0;0;0;0;0;0;0;1
"380";0;0;0;0;0;0;0;0;2
"381";0;0;0;0;0;0;0;0;2
"382";0;0;0;0;0;0;0;0;1
"383";0;0;0;0;0;0;0;0;1
"384";0;0;0;0;0;0;0;0;1
"385";0;0;0;0;0;0;0;0;2
"386";0;0;0;0;0;0;0;0;2
"387";0;0;0;0;0;0;0;0;1
"388";0;0;0;0;0;0;0;0;1
"389";0;0;0;0;0;0;0;0;1
"390";0;0;0;0;0;0;0;0;2
"391";0;0;0;0;0;0;0;0;2
"392";0;0;0;0;0;0;0;0;2
"393";0;0;0;0;0;0;0;0;0
"394";0;0;0;0;0;0;0;0;2
"395";0;0;0;0;0;0;0;0;0
"396";0;0;0;0;0;0;0;0;0
"397";0;0;0;0;0;0;0;0;2
"398";0;0;0;0;0;0;0;0;0
"399";0;0;0;0;0;0;0;0;0
"400";0;0;0;0;0;0;0;0;0
"401";0;0;0;0;0;0;0;0;1
"402";0;0;0;0;0;0;0;0;1
"403";0;0;0;0;0;0;0;0;0
"404";0;0;0;0;0;0;0;0;0
"405";0;0;0;0;0;0;0;0;0
"406";0;0;0;0;0;0;0;0;0
"407";0;0;0;0;0;0;0;0;2
"408";0;0;0;0;0;0;0;0;0
"409";0;0;0;0;0;0;0;0;0
"410";0;0;0;0;0;0;0;0;0
"411";0;0;0;0;0;0;0;0;0
"412";0;0;0;0;0;0;0;0;0
"413";0;0;0;0;0;0;0;0;0
"414";0;0;0;0;0;0;0;0;0
"415";0;0;0;0;0;0;0;0;0
"416";0;0;0;0;0;0;0;0;0
"417";0;0;0;0;0;0;0;0;0
"418";0;0;0;0;0;0;0;0;0
"419";0;0;0;0;0;0;0;0;0
"420";0;0;0;0;0;0;0;0;0
"421";0;0;0;0;0;0;0;0;0
"422";0;0;0;0;0;0;0;0;1
"423";0;0;0;0;0;0;0;0;0
"424";0;0;0;0;0;0;0;0;0
"425";0;0;0;0;0;0;0;0;0
"426";0;0;0;0;0;0;0;0;0
"427";0;0;0;0;0;0;0;0;0
"428";0;0;0;0;0;0;0;0;0
"429";0;0;0;0;0;0;0;0;0
"430";0;0;0;0;0;0;0;0;0
"431";0;0;0;0;0;0;0;0;0
"432";0;0;0;0;0;0;0;0;0
"433";0;0;0;0;0;0;0;0;0
"434";0;0;0;0;0;0;0;0;0
"435";0;0;0;0;0;0;0;0;0
"436";0;0;0;0;0;0;0;0;0
"437";0;0;0;0;0;0;0;0;0
"438";0;0;0;0;0;0;0;0;0
"439";0;0;0;0;0;0;0;0;0
"440";0;0;0;0;0;0;0;0;0
"441";0;0;0;0;0;0;0;0;0
"442";0;0;0;0;0;0;0;0;0
"443";0;0;0;0;0;0;0;0;0
"444";0;0;0;0;0;0;0;0;0
"445";0;0;0;0;0;0;0;0;0
"446";0;0;0;0;0;0;0;0;0
"447";0;0;0;0;0;0;0;0;0
"448";0;0;0;0;0;0;0;0;0
"449";0;0;0;0;0;0;0;0;0
"450";0;0;0;0;0;0;0;0;0
"451";0;0;0;0;0;0;0;0;0
"452";0;0;0;0;0;0;0;0;0
"453";0;0;0;0;0;0;0;0;0
"454";0;0;0;0;0;0;0;0;0
"455";0;0;0;0;0;0;0;0;0
"456";0;0;0;0;0;0;0;0;0
"457";0;0;0;0;0;0;0;0;0
"458";0;0;0;0;0;0;0;0;0
"459";0;0;0;0;0;0;0;0;0
"460";0;0;0;0;0;0;0;0;2
"461";0;0;0;0;0;0;0;0;2
"462";0;0;0;0;0;0;0;0;2
"463";0;0;0;0;0;0;0;0;2
"464";0;0;0;0;0;0;0;0;0
"465";0;0;0;0;0;0;0;0;2
"466";0;0;0;0;0;0;0;0;2
"467";0;0;0;0;0;0;0;0;2
"468";0;0;0;0;0;0;0;0;0
"469";0;0;0;0;0;0;0;0;2
"470";0;0;0;0;0;0;0;0;2
"471";0;0;0;0;0;0;0;0;0
"472";0;0;0;0;0;0;0;0;0
"473";0;0;0;0;0;0;0;0;2
"474";0;0;0;0;0;0;0;0;2
"475";0;0;0;0;0;0;0;0;2
"476";0;0;0;0;0;0;0;0;2
"477";0;0;0;0;0;0;0;0;2
"478";0;0;0;0;0;0;0;0;1
"479";0;0;0;0;0;0;0;0;2
"480";0;0;0;0;0;0;0;0;2
"481";0;0;0;0;0;0;0;0;2
"482";0;0;0;0;0;0;0;0;1
"483";0;0;0;0;0;0;0;0;2
"484";0;0;0;0;0;0;0;0;2
"485";0;0;0;0;0;0;0;0;2
"486";0;0;0;0;0;0;0;0;1
"487";0;0;0;0;0;0;0;0;0
"488";0;0;0;0;0;0;0;0;2
"489";0;0;0;0;0;0;0;0;2
"490";0;0;0;0;0;0;0;0;2
"491";0;0;0;0;0;0;0;0;2
"492";0;0;0;0;0;0;0;0;2
"493";0;0;0;0;0;0;0;0;2
"494";0;0;0;0;0;0;0;0;2
"495";0;0;0;0;0;0;0;0;1
"496";0;0;0;0;0;0;0;0;0
"497";0;0;0;0;0;0;0;0;2
"498";0;0;0;0;0;0;0;0;0
"499";0;0;0;0;0;0;0;0;1
"500";0;0;0;0;0;0;0;0;2
"501";0;0;0;0;0;0;0;0;1
"502";0;0;0;0;0;0;0;0;0
"503";0;0;0;0;0;0;0;0;2
"504";0;0;0;0;0;0;0;0;0
"505";0;0;0;0;0;0;0;0;1
"506";0;0;0;0;0;0;0;0;0
"507";0;0;0;0;0;0;0;0;0
"508";0;0;0;0;0;0;0;0;1
"509";0;0;0;0;0;0;0;0;0
"510";0;0;0;0;0;0;0;0;0
"511";0;0;0;0;0;0;0;0;1
"512";0;0;0;0;0;0;0;0;2
"513";0;0;0;0;0;0;0;0;0
"514";0;0;0;0;0;0;0;0;2
"515";0;0;0;0;0;0;0;0;1
"516";0;0;0;0;0;0;0;0;0
"517";0;0;0;0;0;0;0;0;2
"518";0;0;0;0;0;0;0;0;2
"519";0;0;0;0;0;0;0;0;1
"520";0;0;0;0;0;0;0;0;0
"521";0;0;0;0;0;0;0;0;1
"522";0;0;0;0;0;0;0;0;1
"523";0;0;0;0;0;0;0;0;2
"524";0;0;0;0;0;0;0;0;2
"525";0;0;0;0;0;0;0;0;2
"526";0;0;0;0;0;0;0;0;1
"527";0;0;0;0;0;0;0;0;1
"528";0;0;0;0;0;0;0;0;2
"529";0;0;0;0;0;0;0;0;2
"530";0;0;0;0;0;0;0;0;2
"531";0;0;0;0;0;0;0;0;2
"532";0;0;0;0;0;0;0;0;2
"533";0;0;0;0;0;0;0;0;1
"534";0;0;0;0;0;0;0;0;0
"535";0;0;0;0;0;0;0;0;2
"536";0;0;0;0;0;0;0;0;0
"537";0;0;0;0;0;0;0;0;1
"538";0;0;0;0;0;0;0;0;1
"539";0;0;0;0;0;0;0;0;2
"540";0;0;0;0;0;0;0;0;0
"541";0;0;0;0;0;0;0;0;2
"542";0;0;0;0;0;0;0;0;2
"543";0;0;0;0;0;0;0;0;2
"544";0;0;0;0;0;0;0;0;2
"545";0;0;0;0;0;0;0;0;2
"546";0;0;0;0;0;0;0;0;2
"547";0;0;0;0;0;0;0;0;2
"548";0;0;0;0;0;0;0;0;2
"549";0;0;0;0;0;0;0;0;2
"550";0;0;0;0;0;0;0;0;0
"551";0;0;0;0;0;0;0;0;1
"552";0;0;0;0;0;0;0;0;1
"553";0;0;0;0;0;0;0;0;2
"554";0;0;0;0;0;0;0;0;2
"555";0;0;0;0;0;0;0;0;2
"556";0;0;0;0;0;0;0;0;2
"557";0;0;0;0;0;0;0;0;1
"558";0;0;0;0;0;0;0;0;1
"559";0;0;0;0;0;0;0;0;1
"560";0;0;0;0;0;0;0;0;1
"561";0;0;0;0;0;0;0;0;2
"562";0;0;0;0;0;0;0;0;2
"563";0;0;0;0;0;0;0;0;2
"564";0;0;0;0;0;0;0;0;0
"565";0;0;0;0;0;0;0;0;0
"566";0;0;0;0;0;0;0;0;0
"567";0;0;0;0;0;0;0;0;2
"568";0;0;0;0;0;0;0;0;2
"569";0;0;0;0;0;0;0;0;0
"570";0;0;0;0;0;0;0;0;1
"571";0;0;0;0;0;0;0;0;2
"572";0;0;0;0;0;0;0;0;2
"573";0;0;0;0;0;0;0;0;1
"574";0;0;0;0;0;0;0;0;1
"575";0;0;0;0;0;0;0;0;1
"576";0;0;0;0;0;0;0;0;1
"577";0;0;0;0;0;0;0;0;1
"578";0;0;0;0;0;0;0;0;1
"579";0;0;0;0;0;0;0;0;1
"580";0;0;0;0;0;0;0;0;2
"581";0;0;0;0;0;0;0;0;2
"582";0;0;0;0;0;0;0;0;0
"583";0;0;0;0;0;0;0;0;2
"584";0;0;0;0;0;0;0;0;2
"585";0;0;0;0;0;0;0;0;1
"586";0;0;0;0;0;0;0;0;1
"587";0;0;0;0;0;0;0;0;2
"588";0;0;0;0;0;0;0;0;2
"589";0;0;0;0;0;0;0;0;1
"590";0;0;0;0;0;0;0;0;2
"591";0;0;0;0;0;0;0;0;2
"592";0;0;0;0;0;0;0;0;1
"593";0;0;0;0;0;0;0;0;2
"594";0;0;0;0;0;0;0;0;1
"595";0;0;0;0;0;0;0;0;2
"596";0;0;0;0;0;0;0;0;2
"597";0;0;0;0;0;0;0;0;2
"598";0;0;0;0;0;0;0;0;1
"599";0;0;0;0;0;0;0;0;2
"600";0;0;0;0;0;0;0;0;1
"601";0;0;0;0;0;0;0;0;1
"602";0;0;0;0;0;0;0;0;2
"603";0;0;0;0;0;0;0;0;1
"604";0;0;0;0;0;0;0;0;2
"605";0;0;0;0;0;0;0;0;2
"606";0;0;0;0;0;0;0;0;0
"607";0;0;0;0;0;0;0;0;0
"608";0;0;0;0;0;0;0;0;2
"609";0;0;0;0;0;0;0;0;1
"610";0;0;0;0;0;0;0;0;0
"611";0;0;0;0;0;0;0;0;1
"612";0;0;0;0;0;0;0;0;2
"613";0;0;0;0;0;0;0;0;0
"614";0;0;0;0;0;0;0;0;2
"615";0;0;0;0;0;0;0;0;1
"616";0;0;0;0;0;0;0;0;2
"617";0;0;0;0;0;0;0;0;1
"618";0;0;0;0;0;0;0;0;1
"619";0;0;0;0;0;0;0;0;0
"620";0;0;0;0;0;0;0;0;2
"621";0;0;0;0;0;0;0;0;2
"622";0;0;0;0;0;0;0;0;2
"623";0;0;0;0;0;0;0;0;1
"624";0;0;0;0;0;0;0;0;1
"625";0;0;0;0;0;0;0;0;0
"626";0;0;0;0;0;0;0;0;2
"627";0;0;0;0;0;0;0;0;0
"628";0;0;0;0;0;0;0;0;2
"629";0;0;0;0;0;0;0;0;1
"630";0;0;0;0;0;0;0;0;1
"631";0;0;0;0;0;0;0;0;1
"632";0;0;0;0;0;0;0;0;1
"633";0;0;0;0;0;0;0;0;1
"634";0;0;0;0;0;0;0;0;2
"635";0;0;0;0;0;0;0;0;0
"636";0;0;0;0;0;0;0;0;2
"637";0;0;0;0;0;0;0;0;0
"638";0;0;0;0;0;0;0;0;2
"639";0;0;0;0;0;0;0;0;1
"640";0;0;0;0;0;0;0;0;2
"641";0;0;0;0;0;0;0;0;2
"642";0;0;0;0;0;0;0;0;2
"643";0;0;0;0;0;0;0;0;1
"644";0;0;0;0;0;0;0;0;0
"645";0;0;0;0;0;0;0;0;0
"646";0;0;0;0;0;0;0;0;2
"647";0;0;0;0;0;0;0;0;1
"648";0;0;0;0;0;0;0;0;2
"649";0;0;0;0;0;0;0;0;2
"650";0;0;0;0;0;0;0;0;2
"651";0;0;0;0;0;0;0;0;1
"652";0;0;0;0;0;0;0;0;1
"653";0;0;0;0;0;0;0;0;1
"654";0;0;0;0;0;0;0;0;0
"655";0;0;0;0;0;0;0;0;2
"656";0;0;0;0;0;0;0;0;1
"657";0;0;0;0;0;0;0;0;2
"658";0;0;0;0;0;0;0;0;1
"659";0;0;0;0;0;0;0;0;0
"660";0;0;0;0;0;0;0;0;2
"661";0;0;0;0;0;0;0;0;2
"662";0;0;0;0;0;0;0;0;2
